topic_id,variety_source,site,topic
T0371,GB,blog.theorytestpro.co.uk,6 Ways to Get a Great Deal on your Car Insurance « Theory Test Pro
T0372,US,uigeo.org,"geo will stage""we want to work"" rally, thursday at"
T0373,US,somanybooksblog.com,The Age of Miracles « So Many Books
T0374,IE,sciencecalling.com,Can I be happier? « Science Calling!
T0375,GB,allaboutloans.co.uk,By the time you read this...
T0376,IE,fixyourstreet.ie,Illegal dump - Fix Your Street
T0377,ZA,bryanallott.net,Piracy is NOT A Crime*
T0378,AU,malaysia-sa.org,Talent Corp Malaysia visits Adelaide
T0379,US,easydiysolar.com,Electric Utility Rates Are About To Get Out Of Control!
T0380,IE,simonstowngfc.com,The wait is over!
T0381,GB,adrem.uk.com,"Architectural Design Maestro Job, China #Adrem Architect Jobs"
T0382,AU,self-managedsuperfund.com.au,Self managed super funds
T0383,IE,leadupdategot99.shopifree.com,www.greenleafloangroup.com | leadupdategot99
T0384,AU,ausmotive.com,M5 watch: Is that the best you can do?
T0385,GB,desertsun.co.uk,White Sun of the Desert
T0386,US,mequoda.com,Roundtable Questions We've Heard in the Past
T0387,GB,celebscoop.co.uk,Paris Hilton's Store Opening In Mecca Angers Conservatives
T0388,US,kingdomofhamelot.com,Life in the time of Hamelot: Health and medicine
T0389,GB,thebespokegent.com,The Bespoke Gentleman: Tailoring courtesy of Mr. Start...
T0390,IE,gladysganiel.com,Andrew Pierce on Learning from Vatican II
T0391,ZA,infrastructurene.ws,Infrastructure is a long term investment
T0392,AU,cdu.edu.au,Winners of the 2012 Green Gown Awards Australasia!
T0393,ZA,info.gov.za,D Hanekom: National Innovation Survey
T0394,IE,rooflights.info,Shanghai to ban use of glass curtain walls in select applications
T0395,ZA,fashionbybrettrobson.blogspot.com,OOTD: Don't kill the dream
T0396,ZA,marshallmusicdirect.com,Rodriguez: The rock icon who didn't know it
T0397,GB,greatmathsteachingideas.com,Are mini-whiteboards the ultimate teaching and learning resource
T0398,GB,travelblog.holidayphotosite.co.uk,Crete One of the Most Spectacular Places to Go Walking in Greece
T0399,US,terce.me,The things that belong to God: 29th Sunday in Ordinary Time (Year
T0400,AU,yevae.uwcblog.com,Download State and Society in the Early Middle Ages: The Middle
T0401,US,virtualstore.allure.com,"Confessional: I wear makeup all the time--really, all the time « Shop"
T0402,IE,bsclinical.com,Obesity and related problems can make your memory worse
T0403,US,leavingfundamentalism.wordpress.com,I Could Have Been a Suicide Bomber « Leaving Fundamentalism
T0404,GB,newfilmsout.co.uk,Deep End (Dvd + Blu-ray)
T0405,GB,blackandwhiteandreadallover.blogspot.com,Black &amp; White &amp; Read All Over: Last chance saloon
T0406,ZA,xcellentmedia.co.za,10 Ways the Visual Web is Taking Over
T0407,GB,uxstream.net,Musings on the Relationship Between Grids and Guides
T0408,IE,leavingcertenglish.net,Hamlet - answer the Q
T0409,GB,vege.tasteonline.info,"How to have the Best Burns Night Ever, eh no?"
T0410,ZA,africar.co.za,Cole-Parmer Releases Biofuel Series of Catalogs
T0411,US,turbulentblacktea.com,We've Got Great Unfinished Business In This Country
T0412,GB,sueunerman.mediaweek.co.uk,As long as you're being talked about you're doing well
T0413,IE,handbag73.shopifree.com,[NEWS]The Loewe Amazona has completely grexclusive individual
T0414,AU,thegirlthatruns.com,The girl that swims a little bit better « The girl that runs
T0415,US,tvfilmnews.com,"A Legal Minute: The Case of ""The Family Corleone"""
T0416,IE,irishphoto.ie,PSA Pictorial Print of the Year
T0417,AU,compassionate-flow.com,Assisting Refugees in the Illawarra
T0418,IE,cpdboard.ie,Corporate Insolvency | CPD BOARD
T0419,ZA,jackpotcity-onlinecasino.com,What Are Some Things You Can Do With Your Casino Jackpot?
T0420,ZA,baytreedecor.co.za,"Quick, Easy and Budget-Friendly Christmas Decorating Tips"
T0421,AU,geekosity.org,Facebook Announce the Most Social Landmarks Around the World
T0422,ZA,thehubsa.co.za,Talk to me about tandems and wives....
T0423,ZA,debtconsolidationloanunsecured.org,A Debt Consolidation Loan might be the Answer
T0424,ZA,heatherjacklin.com,We Were Just A Couple of Kids
T0425,ZA,k4kentertainment.com,T.O.S.O.M tracklist break down - K4K Entertainment
T0426,GB,internationalchocolateawards.com,Winners « International Chocolate Awards
T0427,AU,centreforleadership.com,"Truth and ""The Thick of It"""
T0428,IE,blog.odonnell.nu,All Flash based Technology is a bad idea
T0429,US,bottger.typepad.com,my presidential debate prediction: annoyance 50% of the time
T0430,GB,brightonhovelabour.com,"""Make sure the Council knows what"
T0431,GB,acnecaretreatment.com,This is How to get rid of spots on your face
T0432,US,mykoreannotebook.wordpress.com,I Feel The Same Way ~~~ « Korean Notebook
T0433,IE,apeople.biz,"Meet the A Team - Barry Paterson, Managing Partner"
T0434,IE,rozz.ie,"Five Dials:free mag-stories from Kevin Barry, Nuala Ni Chonchuir"
T0435,AU,newchurchlife.com,Churches of the People!
T0436,ZA,africaheritagerivonia.com,The kind of Africa I would like to see
T0437,AU,blog.villasseminyakbali.com,How to Keep the Competitiveness of a Villa
T0438,IE,silhouetteofficial.com,Part 2 - Tour Diary... « Silhouette
T0439,IE,electronic-recycling.ie,Recycling Week and Recycling in the workplace
T0440,AU,dryadmusings.com,We're Going To See Green Day!
T0441,US,oregonfishingforum.com,All the time paid OFF!
T0442,GB,citrixiforumbenelux2009.com,Home Business and Online Business
T0443,US,thebutterbottomblog.com,The ButterBottom Blog: Full Circle at the Symphony
T0444,IE,susanhatedliterature.net,Journey to the Center of the Earth 3D
T0445,GB,smokefreeyh.org.uk,The Way To Be Wiser While You Shop For Cars
T0446,ZA,articlesite.co.za,Coping with lung cancer with the use of a pulse oximeter
T0447,AU,hodc.net,No-Hassle Secrets For Mesothelioma Treatment Info Explained
T0448,GB,uneconomical.wordpress.com,UK Debt &amp; Deficits: Nominal GDP is the Elephant in the Room
T0449,US,lotpro.com,Back and Forth over Grand Cherokee Moose Test
T0450,US,ox-ex.blogspot.com,"The Oxford Experience Blog: ""The Age of Stonehenge"" Oxford"
T0451,ZA,abe.co.za,a.b.e. Construction Chemicals (Pty) Ltd
T0452,ZA,granville.co.za,"Keeping Up ... with the Joneses: PhD, relocation, and other"
T0453,ZA,eyehearttravelblog.com,Meeting Jerry Springer at 'The Price is Right' Live Show in Atlantic
T0454,IE,fingalrepairs.com,Avoiding a Costly Washing Machine Repair-3 Tips to Getting the
T0455,ZA,jtmarketing.org,Don't Know How To Approach Internet Marketing? Try These Ideas
T0456,IE,styleisle.ie,An Italian Adventure. | styleisle.ie
T0457,IE,cwc.ie,CWC Alignment Report | Community Workers' Co-operative
T0458,US,cascadianow.org,Running a Cascadia Information Table
T0459,ZA,frog.za.net,When am I ever going to have a day stick to my plans
T0460,AU,awm.gov.au,The Role of Aircraft
T0461,ZA,8p.co.za,How to Find the Best Tax Company to Work With
T0462,ZA,carnegie3.org.za,Inequality and Poverty: Two sides of the same dilemma
T0463,GB,digitalhighstreet.blogspot.com,Before You Get Rid of Your Phone ~ Digital High Street
T0464,IE,sburke.eu,How to make a CAT5e Network Cable
T0465,AU,thisisyourcaptainspeaking.info,Talking About Absolute Wealth Articles
T0466,AU,brisbanelivingheritage.com,"Come to Brisbane, Australia and Enjoy the Semi-tropical Weather"
T0467,US,dangerous-business.com,Merry Cemetery: A Different Way to Look at Death
T0468,AU,brownowls-members.blogspot.com,Brown Owls Members Blog: Brisbane Meet Up in the City
T0469,US,craigcrawford.com,Tomorrow is a Long Time
T0470,ZA,ileadgowns.com,"Bridal Gown Collections - Eurobride - Gauteng, South Africa"
T0471,US,savingslifestyle.com,Sonic the Hedgehog Erector Set Giveaway
T0472,GB,privatemidwife.co,How to deal with birth.
T0473,ZA,photos.mg.co.za,Light at the end of the tunnel?
T0474,IE,markcapilitan.com,WEDDING 14th JULY CARRAROE-CASTLE DARGAN
T0475,IE,kinsale.ie,36th Kinsale Gourmet Festival
T0476,US,blogs.ups.edu,"""When I grow up, I want to be...."""
T0477,ZA,blog.a20.co.za,On the Market for Lemons and buying things you don't really
T0478,IE,worldcycleracing.com,National Geographic Weekend « World Cycle Racing
T0479,ZA,rhapsodyofrealities.org,Blog Archive &amp;raquo; Prt A: Nov 15 - Don't Look At
T0480,US,quickcreditreport.net,Why Reaffirming Mortgages Is a Very Bad Idea
T0481,GB,girlstattoos.net,Tattoo Design for a Group of girls any ideas?
T0482,IE,eyecamblog.arabblogs.com,What To Try to find Inside the Finest Outdoor Security Camera
T0483,IE,cumanngaelachdcu.com,Changes Are Easy In Your Lifestyle With The
T0484,US,motorcycleinsurance.com,The History of Harley: Over 100 Years of Motorcycle Greatness
T0485,US,languagehat.com,languagehat.com: NAMES AROUND THE WORLD.
T0486,GB,autismexpo.com,Jason Nikouyeh Has Taken Duramedix to the Next Level
T0487,ZA,lwmag.co.za,LW Mag Chromium Update!
T0488,GB,inournature.org.uk,I N - O U R - N A T U R E
T0489,US,butchfemmeplanet.com,Advice from the other side of the experience...
T0490,ZA,parttimejobsinpretoria.co.za,Part Time Jobs In Pretoria
T0491,IE,dwickremasinghe.ie,UN to look at Ireland's human rights record « Dil Wickremasinghe
T0492,IE,celticdch.com,Results from Dublin Champs Day 1 Santry « Celtic \ DCH Athletic Club
T0493,GB,beauty.forlifenews.com,"The Barns at Wolf Trap Welcomes a Pair of Folk Music Must-Sees, a"
T0494,US,nancebeth.blogspot.com,Froat Punch Friday: 10 Things We Want You To Know
T0495,GB,chrismukasa.blogspot.com,Kenyan Poets Lounge: POST ELECTION PARTY VIDEO! By A List of
T0496,US,hilarymason.com,Following a group of Twitterers without exhausting SMS hilarymason
T0497,GB,stellaswardrobe.com,Stella's Wardrobe: Bubblegum bangs
T0498,ZA,ecovitality.co.za,7.5 Sevenpointfive Diet Basics | ecovitality
T0499,US,leslieworks.blogspot.com,© leslieworks: So excited to be a part of this new book!
T0500,IE,internationalmanagementbooks.com,Belt Tensioner Companies : Be sure that Be familiar with Belt
T0501,GB,ufoinsight.com,Help Find ET with Seti@Home and Your Own Computer
T0502,IE,irishbookawards.ie,Death of Ireland's Most-Beloved Author
T0503,US,myswordisunbelievablydull.wordpress.com,My Little Pony Friendship is Magic S3 Ep3: Too Many Pinkie Pies
T0504,AU,itsinthestarsonline.com,10 bad wedding gift categories to avoid giving
T0505,AU,twenty4.com.au,Google Analytics comes to Mobile Apps
T0506,US,unfrozencavemandicechucker.blogspot.com,Crayfish and Abbots: More Fodder in the case of the Sample
T0507,GB,seniorchatters.co.uk,DO OUR BEST TRUST GOD FOR THE REST
T0508,AU,walksmelbourne.com,Horizontal rain and loving it! « Melbourne Walks
T0509,ZA,homeloansite.co.za,Simple Steps for the First Time Home Loan Buyer
T0510,AU,dchealthperformance.com.au,The Importance of Posture
T0511,IE,bt-dubs.com,BT-Dubs » Blog Archive » Top 10 Mixtapes of 2009
T0512,US,galacticconnection.com,Who's Going to Get Fired Over Petraeus Investigation? « GALACTIC
T0513,AU,artsbreakfast.wordpress.com,"Greg Clarke, Director of the Adelaide Fringe « ARTS BREAKFAST"
T0514,IE,darrenboyle.me,Alan Shatter's privacy crusade is a nail in the coffin of the Irish
T0515,GB,cagedfightwear.net,Gracie: I knew [the UFC] was going to get big
T0516,AU,curiousweaver.id.au,c u r i o u s w e a v e r
T0517,IE,2uibestow.blogspot.com,2 U I Bestow: : Album Review: Robb Murphy
T0518,IE,roseannepereira.com,Knead to Deal with Your Feelings? « Roseanne Pereira
T0519,US,auntiepixelante.com,auntie pixelante › metagirlactic boners battle at the edge of time
T0520,AU,propertywizards.com.au,Make the most of your mining job wage so you can step off the FIFO
T0521,ZA,elainerumboll.com,The Agile Leader's Toolkit
T0522,AU,mieffects.com,NEW SUPER BLUES PRO!
T0523,GB,motorbikeaccidentlaw.com,Helping Motorists To See The Human Behind The Motorbike Rider's
T0524,IE,blog.profitero.com,Profitero Blog: Retail Intelligence: UK Shoppers Spend £34.9 Billion
T0525,ZA,blog.thebraveprogrammer.integralwebsolutions.co.za,The Brave Programmer: Proteas beat Australia in the first ODI
T0526,GB,joesaward.wordpress.com,A couple of things... «
T0527,US,iaplay.com,measuring the quality of IA at ia play
T0528,IE,bringingprinttolife.com,Making Her Valentine's Day Special One Step at a Time
T0529,ZA,thinkfood.co.za,the global fresh produce trend
T0530,ZA,christembassy.org,Thought For Today: Being Conscious that you're
T0531,US,privatelosangelestours.com,The Berlin Wall Becomes a Part of a Helicopter Tour
T0532,AU,where-is-my-mind.com,Where is my mind?: What's in my ......
T0533,IE,counsellingconnections.ie,Counselling in difficult financial times.
T0534,GB,fgw5pounds.co.uk,Franchise Buisnesses would appear to be doing much better other
T0535,GB,victoriagroulef.co.uk,In the name of localism?
T0536,ZA,catalounge.com,You Want to Get Ahead in Life And Your Career .
T0537,AU,abccarbon.com,"""Bumbling Masters"" Let Oil Spill Get Out of Control in"
T0538,AU,therealbyronbay.com.au,Byron Bay at Night
T0539,US,jessicadelfino.com,I'm Sick Of Hearing And Reading That There Are No Jobs
T0540,IE,heltering.com,"heltering: How to make the Close, Minimize and Zoom buttons in"
T0541,ZA,rosesandrustblogger.blogspot.com,Roses and Rust: Monday Musings
T0542,IE,irelandwanderer.com,The best film locations for Braveheart
T0543,IE,surveyguru.com,Act on but also acknowledge feedback
T0544,GB,bluvd.com,How To Get And Keep A Man
T0545,US,abajournal.com,Scalia Discusses Views on Textualism and the Process of Co
T0546,GB,wordscover.me,"Anniversary &amp; Mexican food, a cause for celebration!"
T0547,ZA,crediblepartners.com,"Change is happening behind our backs, right in front of our eyes"
T0548,GB,newsinsurances.co.uk,UN : access to contraception could save $5.7 billon
T0549,ZA,southafrica.info,SA leads as HIV/Aids tide turns: UNAids
T0550,GB,blog.datasalon.com,The 7 deadly sins of data quality « From the Armchair
T0551,IE,ramp.ie,Christmas Gift Guide: Gifts For... Irish Mammies
T0552,GB,thesuperbite.co.uk,The Superbite: Who is Tom anyway?!
T0553,ZA,unicentrix.net,Your Online Billing Solution
T0554,AU,teamearthling.com,Team Earthling: Episode 51 - Vegan History
T0555,ZA,princessechoes.co.za,Twilight - Breaking Dawn (Part 1)
T0556,GB,samkinsley.com,Nonsense in the dark
T0557,US,awesomelyshitty.wordpress.com,The Sky is Falling (James Bond 23) « Awesomely Shitty
T0558,US,onemedplace.com,"Bulls, Bears: The State of Cancer Immunotherapy in the Public"
T0559,AU,morethanreadingblog.com,This is the woolly bear that eats... « More than Reading Blog
T0560,ZA,propertyposer.co.za,Backers willing to invest R1bn in Cape Town Grand Prix
T0561,IE,kilmallockgaa.com,Munster Club Championship | Kilmallock GAA
T0562,AU,katrinaedgarphotography.com,My mum was like Google...............(a personal blog post)
T0563,GB,tanyamarlow.com,A New Name: When it's bad to be the 'good girl'
T0564,GB,articlemaster.co.uk,Cheap Hotels in One of the Beautiful City
T0565,IE,handbag701.shopifree.com,chanel bags cheaper in paris for sale
T0566,AU,sascurtin.com,Register to be a Member of SAS!
T0567,GB,quickie-divorce.com,Divorce Advice: The Role of the Decree Nisi
T0568,GB,wickensonline.co.uk,Indigo 2 100MB Network Card Installation
T0569,AU,teapotsandtractors.com,Teapots and Tractors: Operation Chookpen
T0570,ZA,bestbrandingideas.com,BRAND - Creating Your Personal Brand
T0571,GB,contentmarketingdaily.co.uk,Content marketing in 2013. How to make it
T0572,AU,perthfoodjournal.com,"Funky Decor @ The Lounge Room, Guildford, W.A."
T0573,GB,ellamag.com,Tired of the same old sauv blanc? Try white
T0574,US,brittneyg.typepad.com,The Story of My Sexual Assault on Muni in San Francisco
T0575,IE,surfacepower.com,"WOW, mid-summer solar temperatures at 8:18 am in the morning"
T0576,US,emobiochemist.blogspot.com,Emo biochemist: Can't say I want to do that now
T0577,AU,needanidea.com,Disconnect To Reconnect. The Benefits of Boredom
T0578,AU,pheelx3.me,Phil Lu &amp; Melissa Huynh
T0579,ZA,restitution.org.za,a Window of Opportunity (Jeremy Burnham
T0580,GB,addictionfocus.com,What Kind of Drink Problem Do I Have?
T0581,ZA,nrcycles.co.za,Getting Sponsored | A New Revolution!
T0582,AU,thesmsfreview.com.au,Cash rate left at 3.25%
T0583,ZA,relax-with-dax.co.za,Eat Out Top Ten 2013
T0584,IE,sonashousing.ie,Why Sonas supports the Children's Rights Referendum
T0585,US,miamiflonthecheap.com,Get 50% Discount to See 'The Athlete'
T0586,IE,cafenoir.ie,The Sunday Business Post Interview
T0587,ZA,metalcastingconference.co.za,Solutions for waste in the foundry sector
T0588,GB,uncoverskincare.com,How To Protect Your Skin From Old Man Winter
T0589,US,talkorigins.org,Kitzmiller v. Dover: Decision of the Court
T0590,US,newmusicbox.org,Five Rehearsal Secrets of the Spektral Quartet
T0591,GB,dietandweightlosssecrets.com,In This Article We Are Going To Be
T0592,US,tingilinde.typepad.com,the costs of stop and go as well as spinning
T0593,ZA,michaelolivier.co.za,Bruce Palling - International Eat Out Awards Judge 2012
T0594,IE,handling-network.com,CONTACT ploughs ahead for wintertime
T0595,AU,ozcashnow.com,Australia Personal Loans With Bad Credit Exist: One Rejection Is
